,text,translation,sentiment,label
44,OH FUCK WRONG ACCOUNT but it’s okay nothing personal lmao,OH FUCK WRONG ACCOUNT pero está bien nada personal lmao,0.8241089946066911,isfj
45,i’m gonna miss vox’ stream i want to cry,voy a echar de menos el stream de vox quiero llorar,0.0542767002192733,isfj
46,chan’s room and vox stream. on father’s day. i’m not okay,la habitación de chan y vox stream. en el día del padre. no estoy bien,0.2277860709995654,isfj
47,CHAN’S ROOM,SALA CHAN,0.8577908368693643,isfj
48,i forgot it was sunday,olvidé que era domingo,0.1560461423001533,isfj
49,@skzgugma OH I DIDN’T RECOGNIZE THE PIC LMFAO THANKS 💀,@skzgugma OH YO NO RECONOCÍA LA PIC LMFAO GRACIAS 💀,0.1001882210013109,isfj
50,@skzgugma WHERE IS YOUR PFP FROM?,@skzgugma DE DONDE ES TU PFP?,0.1528629877174764,isfj
51,this photo screams home and family. just look at the stays behind the kids :'),esta foto grita hogar y familia. solo hay que ver las estancias detras de los niños :'),0.0025572096065614,isfj
52,@gyeluvs @aliveforskz,@gyeluvs @aliveforskz,0.4978922592055748,isfj
53,@325AVENUE HAHAHAHAHAHAHAHAHAHAAHAHAAHAHAHHAAHHAA,@325AVENUE JAJAJAJAJAJAJAJAJAJAJAJAJAJAAJAJAJAJAJAJAJAJAJAJAJAA,0.4978922592055748,isfj
54,@325AVENUE ay ganon,@325AVENUE ay ganon,0.4978922592055748,isfj
55,home,Inicio,0.4978922592055748,isfj
56,@325AVENUE say please,@325AVENUE diga por favor,0.010320231446011,isfj
57,@325AVENUE LMAO,@325AVENUE LMAO,0.4978922592055748,isfj
58,he’s so pretty,es tan bonito,0.2359500574716666,isfj
59,9 (i think) hours left and their followers are barely moving 😊,Quedan 9 (creo) horas y sus seguidores apenas se mueven 😊,0.0083036001592978,isfj
60,hello we wouldn’t want to lose 300 stars 😊,hola no queremos perder 300 estrellas 😊,0.0012610525442748,isfj
61,it starts again…,empieza de nuevo...,0.748000422391922,isfj
62,@quokkawa @aliveforskz,@quokkawa @aliveforskz,0.4978922592055748,isfj
63,@hwngllee @aliveforskz,@hwngllee @aliveforskz,0.4978922592055748,isfj
64,@treslovingskz @aliveforskz,@treslovingskz @aliveforskz,0.4978922592055748,isfj
65,@seung_luvsm .,@seung_luvsm .,0.4978922592055748,isfj
66,@325AVENUE any,@325AVENUE cualquier,0.4841877398454149,isfj
67,@GAINSACTIVESTAY 🍨,@GAINSACTIVESTAY 🍨,0.4978922592055748,isfj
68,CHECK PINNEDDDDDDDDDDDDD,CHECK PINNEDDDDDDDDD,0.6591690067016027,isfj
69,@VENOMMlN @???,@VENOMMlN @???,0.4978922592055748,isfj
70,@lee_thought blockchains,@lee_thought blockchains,0.4978922592055748,isfj
71,@niqhtxnqel @aliveforskz,@niqhtxnqel @aliveforskz,0.4978922592055748,isfj
72,@skzstar35 3m ago,@skzstar35 hace 3m,0.3516222392525228,isfj
73,happy pride month to you too changbin,feliz mes del orgullo para ti también changbin,0.5784407453772901,isfj
74,i don’t do drugs but i play with fake tattoos for kids,no tomo drogas pero juego con tatuajes falsos para niños,0.0593882710489577,isfj
75,i have 8 tattoos,tengo 8 tatuajes,0.4484629321115542,isfj
76,i hate how you could see my skin close up so i placed some stickers lmfao,odio como se podía ver mi piel de cerca así que puse algunas pegatinas lmfao,0.0041374567293257,isfj
77,chan taught him this,chan le enseñó esto,0.0629966928451024,isfj
78,THEY’RE BACK LMAO,ESTÁN DE VUELTA LMAO,0.4736289171741265,isfj
79,that’s not the right term (ig) but idk you get what i’m supposed to say 😭,que no es el término correcto (ig) pero idk usted consigue lo que se supone que debo decir 😭,2.885651479566988e-07,isfj
80,the fastest ot8 live 💀,el ot8 más rápido en directo 💀,0.6521882736741262,isfj
81,@skzgugma unofficial fandom color is red (i guess) but we don’t have an official fandom color yet. rainbow me thinks,"@skzgugma color fandom no oficial es de color rojo (supongo), pero no tenemos un color oficial fandom todavía. arco iris me piensa",8.131990136433192e-07,isfj
82,are they using jyp jpn wifi,¿están utilizando jyp jpn wifi,0.7803053827857429,isfj
83,the live is lagging…,el directo se retrasa...,0.4871468356660176,isfj
84,this is so hot,esto es tan caliente,0.0164899089719628,isfj
85,ot8 live ft. echoes,ot8 live ft. echoes,0.4978922592055748,isfj
86,if i have enough money i’m gonna buy thay croptop lia is wearing AAAAAAAAA,si tengo suficiente dinero me voy a comprar ese croptop que lleva lia AAAAAAAAAA,0.0013427546756326,isfj
87,woahhhh CAN’T WAIT TO SEE THEM IN THE MALLS FILO MIDZYS WINNING,woahhhhh CAN'T WAIT TO SEE THEM IN THE MALLS FILO MIDZYS WINNING,0.8766995102342174,isfj
88,@louminarie yes,@louminarie sí,0.3969751019913017,isfj
89,@minxlf .,@minxlf .,0.4978922592055748,isfj
90,lord,lord,0.4978922592055748,isfj
91,check pinned,comprobar fijado,0.5806838052957122,isfj
92,help rt to spread #plz 🫠,ayuda rt a difundir #plz 🫠,0.4047214283799102,isfj
93,"💥 FAN N STAR DEAL 

FOR 300 ⭐

RULES:
— @VotesKPOPManila MUST reach 11.9K followers
— 10 HOURS ONLY!

@Stray_Kids…","💥 FAN N STAR DEAL

POR 300 ⭐

REGLAS:
- @VotesKPOPManila DEBE alcanzar los 11.9K seguidores.
- ¡10 HORAS SOLAMENTE!

@Stray_Kids...",0.0815057581069356,isfj
94,aw :(,aw :(,0.4978922592055748,isfj
95,OMG,OMG,0.4978922592055748,isfj
96,@GAINSACTIVESTAY YESSS,@GAINSACTIVESTAY YESSS,0.4978922592055748,isfj
97,@forest_fairy22 i believe that it’s homophobic to choose,@forest_fairy22 creo que es homofobico elegir,0.0768108809412399,isfj
98,"“what’s your top ship in skz?” idk man, they’re all gay for each other.","""¿cuál es tu mejor nave en skz?"" idk hombre, son todos gay para el otro.",0.0184349428975567,isfj
99,@BANGCHARA426 the hottest,@BANGCHARA426 el más caliente,0.4121185523928822,isfj
100,did the concert end or is it still on,¿terminó el concierto o sigue en pie?,0.9240090845380812,isfj
101,felix chill he’s yours damn,felix chill es tuyo maldita sea,0.3288252485034261,isfj
102,i’m desperate,i’m desperate,0.4978922592055748,isfj
103,SKZKI NAGMAMAKAAWA AKO,SKZKI NAGMAMAKAAWA AKO,0.4978922592055748,isfj
104,also i.n’s maknae on top 🙏 please skzki 🙏,también maknae de i.n en la parte superior 🙏 por favor skzki 🙏,0.0598019107955029,isfj
105,skzki we love you 🙏 in skzki we trust 🙏 p l e a s e,skzki te queremos 🙏 en skzki confiamos 🙏 p l e a s e,0.1186369386341669,isfj
106,skzki please PLEASE upload the fancam for hyunjin pwf 🙏 and han’s wish you back 🙏,skzki por favor POR FAVOR sube el fancam de hyunjin pwf 🙏 y el de han te deseo de vuelta 🙏,2.62586517914445e-06,isfj
107,time to deactivate all my social media accounts 🫠,hora de desactivar todas mis cuentas de redes sociales 🫠,0.0214321861245689,isfj
108,han performed wish you back live. the song itself is sad and what makes it more sad is that i’m not in the concert to witness this moment.,han interpretado wish you back en directo. la canción en sí es triste y lo que la hace más triste es que no estoy en el concierto para presenciar este momento.,4.181403142603476e-07,isfj
109,@seungmallows someone who probably ran a blockchain and blocked almost every stay 😭,@seungmallows alguien que probablemente dirigía una blockchain y bloqueaba casi todas las quedadas 😭,0.0354031514188306,isfj
110,it is only fair if i can block you too love xx,es justo si yo también puedo bloquearte amor xx,0.6387367188539499,isfj
111,xx,xx,0.4978922592055748,isfj
112,@hnjiqkka .,@hnjiqkka .,0.4978922592055748,isfj
113,"@yuciphur fandom best friends doesn’t exist in the kpop industry, sadly","@yuciphur fandom best friends no existe en la industria del kpop, tristemente.",0.4730834644164424,isfj
114,@6CKVRMAN bro thank you for reminding me i completely forgot,@6CKVRMAN hermano gracias por recordarmelo lo olvide por completo,0.1118222481788816,isfj
115,i’m doing everything i need to do to keep them safe and they’re both double boosted but they were still exposed to…,"estoy haciendo todo lo que tengo que hacer para mantenerlos a salvo y ambos son de doble impulso, pero todavía estaban expuestos a...",0.001646799251484,isfj
116,i’m so scared i’m going to get my parents sick i woke up even worse,estoy tan asustado que voy a enfermar a mis padres me desperté aún peor,7.37981568218314e-05,isfj
117,@notlwltlvpstr IT IS??,@notlwltlvpstr ¿¿ES???,0.5159436667231726,isfj
118,shoutout to johnathan for being on the other end of this convo,un saludo a johnathan por estar al otro lado de esta conversación,0.3830901772963082,isfj
119,does anyone else get this,¿a alguien más le pasa esto?,0.0012412447765363,isfj
120,i’ve been outside to quarantine away from my parents and i have heard my neighbors get uber eats five times today,he salido a la cuarentena lejos de mis padres y he escuchado a mis vecinos comerse uber cinco veces hoy,0.0010257311763992,isfj
121,i am very sick i’m taking a covid test in a bit,estoy muy enfermo voy a hacerme una prueba de covid en un rato,0.0761270369522833,isfj
122,@notlwltlvpstr YUP it happens on both,@notlwltlvpstr YUP sucede en ambos.,0.4391905117370921,isfj
123,i genuinely have panic attacks over this it’s a serious concern in my life 😭 i am seventeen years old bro why am i…,"me gustaria saber si hay alguna persona que me pueda ayudar con este tema, ya que es un tema muy serio en mi vida 😭 tengo 17 años hermano por que me...",8.373733144250053e-11,isfj
124,mortality stresses me out because who will take care of my stuffed animals with the same care that i do after i’m dead,la mortalidad me estresa porque ¿quién cuidará de mis peluches con el mismo mimo que yo cuando muera?,0.0003273039727668,isfj
125,i never see my friends on the tl i just see a bunch of those stupid “deep” quote accounts,"nunca veo a mis amigos en el tl solo veo un monton de esas estupidas cuentas de citas ""profundas"".",0.0004052228477234,isfj
126,@katsukifangs oh my god it’s so good ive never met anyone else who watched it,@katsukifangs oh my god it's so good ive never met anyone else who watched it,0.4978922592055748,isfj
127,@Karbify me too :’) i really don’t want to expose my parents,@Karbify yo también :') realmente no quiero exponer a mis padres,0.0373653180368192,isfj
128,"he didn’t wear a mask at all when we went out while i did, the only times i didn’t wear a mask were in the hotel ro…","el no usaba mascara cuando saliamos mientras que yo si, las unicas veces que yo no usaba mascara era en la ro...",4.6302528650523854e-05,isfj
129,"i’m just praying that the fact that i wore a mask most of the time while he didn’t will keep me safe, i don’t know…","Sólo estoy rezando para que el hecho de que yo llevaba una máscara de la mayor parte del tiempo, mientras que no me mantendrá a salvo, no sé ...",3.5853665554528317e-10,isfj
130,my uncle who i stayed with for two days has covid,mi tío con el que me quedé dos días tiene covid,0.0011111166431363,isfj
131,"today i realized i really like screaming, apparently","hoy me di cuenta de que realmente me gusta gritar, al parecer",3.7847860574972533e-07,isfj
132,very very amazing concert literally best night ever but i’m dead on my feet so ill talk about it later 😁,muy muy increible concierto literalmente la mejor noche de mi vida pero estoy muerta de cansancio asi que hablare de ello mas tarde 😁,0.000901478720586,isfj
133,I WAS LITERALLY SHAKING IT WAS SO EMBARASSING,YO ESTABA LITERALMENTE TEMBLANDO ERA TAN EMBARAZOSO,0.0316209088200764,isfj
134,everything else was awesome but that part was so cjwjejcjanej 👎,"todo lo demás era impresionante, pero esa parte era tan cjwjejcjanej 👎",0.1689658080245619,isfj
135,nah because i HATE being touched so being pat down by airport security was literally so. no. terrible. literally to…,nah porque ODIO que me toquen así que ser palmadita abajo por la seguridad del aeropuerto era literalmente tan. no. terrible. literalmente a...,4.6578825131958406e-08,isfj
136,going to a concert with my friend today wooo,ir a un concierto con mi amigo hoy wooo,0.0049279976945201,isfj
137,i miss my cat,echo de menos a mi gato,0.1527759255910165,isfj
138,"favorite equations are 5 x 5, 7 x 7, 6 x 7, 12 x 12, and 16 x 2 they just feel nice","ecuaciones favoritas son 5 x 5, 7 x 7, 6 x 7, 12 x 12, y 16 x 2 simplemente se sienten bien",0.3753126982571898,isfj
139,"@ka1ussy i don’t know if this will send because my wifi but here, i tried turning them in a bunch of different posi…","@ka1ussy no se si esto enviará porque mi wifi pero aquí, traté de convertirlos en un montón de diferentes posi...",0.0190796164890546,isfj
140,dude i’m at this hotel and i can’t figure out how to turn the shower on and ill feel dumb if i ask my uncle for help,amigo estoy en este hotel y no puedo averiguar como encender la ducha y me sentiria tonto si le pido ayuda a mi tio,0.0383833023712422,isfj
141,on my way to the airport,de camino al aeropuerto,0.9780036485787024,isfj
142,bro i cant sleep and i have to wake up at like six am,hermano no puedo dormir y tengo que despertarme como a las seis de la mañana,0.0028980664111415,isfj
143,watch me accidentally leave my bag at home i swear thats something i’d do,mirame dejar accidentalmente mi bolso en casa te juro que eso es algo que yo haria,0.0005088123637362,isfj
144,i think im fully packed but i still feel like im forgetting something i know im gonna get on the plane and realize…,"Creo que he hecho el equipaje completo, pero sigo teniendo la sensación de que se me olvida algo, sé que voy a subir al avión y me daré cuenta...",4.4462471845288323e-08,isfj
145,i read the whole time on the train that made me feel all cool and aesthetic,leí todo el tiempo en el tren que me hizo sentir todo fresco y estético,0.8237653072451208,isfj
146,these people behind me are so loud and drunk,estas personas detrás de mí son tan ruidoso y borracho,0.003684805393851,isfj
147,im on the train,estoy en el tren,0.9198311524482988,isfj
148,I HAVENT even packed yet and i cant until sunday because tomorrow im going to a party and i wont get home until like nine pm,Yo ni siquiera he empacado todavía y no puedo hasta el domingo porque mañana me voy a una fiesta y no llegar a casa hasta como nueve pm,1.4005038613095447e-09,isfj
149,bro on monday im going on a plane for the first time since i was literally under a year old im so nervous 😭 i know…,"el lunes me subo a un avion por primera vez desde que tenia menos de un año, estoy muy nervioso 😭 lo se...",0.0063959251434938,isfj
150,@ItbelikethatD WHAT,@ItbelikethatD QUE,0.3029968537174699,isfj
151,@lovelypjmie WAIT ILL TEXT YOU ITS NOT SOMEONE FROM TWILIGHT,@lovelypjmie WAIT ILL TEXT YOU ARE NOT SOMEONE FROM TWILIGHT,0.4978922592055748,isfj
152,@avalxnn NO.,@avalxnn NO.,0.0736401149528525,isfj
153,dear god i keep having dreams about dating vampires what is wrong with me,"Dios mío, sigo soñando que salgo con vampiros, ¿qué me pasa?",0.0025893819290707,isfj
154,@notlwltlvpstr this song &gt;&gt;&gt;,@notlwltlvpstr esta canción &gt;&gt;&gt;,0.3503724687099721,isfj
155,@avalxnn YEAH,@avalxnn YEAH,0.4978922592055748,isfj
156,guys what do you do in the pool im going to one and i haven’t been in five years. like do you just stand in the wat…,me gustaria saber si hay alguna persona que se dedique a la jardineria o que se dedique a la jardineria....,8.22205267753146e-05,isfj
157,i dunno bro i’ve got such a good balance in my life right now and i’m in a better place than i’ve been in years,"No lo sé hermano, tengo un buen equilibrio en mi vida ahora mismo y estoy en un lugar mejor de lo que he estado en años.",2.0018081864166496e-09,isfj
158,having a good social life has made me less active on twitter 💀 ill be less ia,tener una buena vida social me ha hecho ser menos activo en twitter 💀 seré menos ia,0.0002584473036369,isfj
159,😮 https://t.co/jfkzEfgxoU,😮 https://t.co/jfkzEfgxoU,0.4978922592055748,isfj
160,next week is gonna be simultaneously the best and busiest week of my life,la semana que viene va a ser a la vez la mejor y más ajetreada de mi vida,0.0008174030389209,isfj
161,@hawksgf_real it’s the WORST,@hawksgf_real es lo PEOR,0.0001270976175249,isfj
162,all these strange coincidences keep happening where me and my friend say the same stuff at the same time and stuff it’s actually really fun,todas estas extrañas coincidencias siguen sucediendo donde yo y mi amigo decir lo mismo al mismo tiempo y esas cosas es realmente muy divertido,0.00057432272064,isfj
163,blocking toxic people is a therapeutic experience 😭,bloquear a la gente tóxica es una experiencia terapéutica 😭,0.167212696256578,isfj
164,this is inspired by my mom letting me vent about the same situations everyday for months 💀 and my dad tries to help in his own weird ways,esto está inspirado en que mi mamá me deja desahogarme sobre las mismas situaciones todos los días durante meses 💀 y mi papá trata de ayudar a su manera extraña,0.0001299481700262,isfj
165,it took me awhile to realize but my parents really are my best friends and i say this in the most positive way that i can,me ha costado darme cuenta pero mis padres son realmente mis mejores amigos y lo digo de la manera más positiva que puedo,0.000217339086956,isfj
166,Are turtlenecks cool…. i’m hopeless,Los jerseys de cuello alto son geniales.... no tengo remedio,0.6511837472636162,isfj
167,what should i wear tomorrow… i need to look cool in front of her,que me pongo mañana... necesito estar guay delante de ella,0.0317265025499287,isfj
168,@john_is_da_bom if you say instagram our friendship is over,@john_is_da_bom si dices instagram se acabó nuestra amistad,0.1857270350341275,isfj
169,i am so stressed out my head fucking hurts,estoy tan estresado que me duele la puta cabeza,0.0027884054230631,isfj
170,@Karbify good luck 😭😭 is it far from where you live,@Karbify buena suerte 😭😭 está lejos de donde vives,0.6526107350146295,isfj
171,i’m hanging out with my friend at 11 am tomorrow i’m gonna be so tired i never see people that early 😭,voy a salir con mi amigo mañana a las 11 am voy a estar tan cansado nunca veo a la gente tan temprano 😭,9.025068453685063e-06,isfj
172,i love writing my friends letters with absolutely no warning i just wrote like three,me encanta escribir cartas a mis amigos sin previo aviso acabo de escribir como tres,0.0085278049332724,isfj
173,@LUVAIURA HUHH,@LUVAIURA HUHH,0.4978922592055748,isfj
174,i spilled yogurt on my new shirt.,derramé yogur en mi camisa nueva.,0.0533361480782666,isfj
175,@kriprnzluvr @sushibins oh i hate that 😭,@kriprnzluvr @sushibins oh odio eso 😭,0.2272745127447461,isfj
176,@nuttycakes02 i would never lie to you mon amour,@nuttycakes02 nunca te mentiría mon amour,0.0847604773111467,isfj
177,@nastyoldtree dont worry its not any main characters 😭,@nastyoldtree no te preocupes no es ningún personaje principal 😭,0.0026263507048025,isfj
178,@kriprnzluvr what does it look like mine is normal,@kriprnzluvr que parece el mio es normal,0.0018951060013455,isfj
179,this is what ive been saying,esto es lo que he estado diciendo,1.4279771355018606e-05,isfj
180,SORRY THEYRE GLUED TO MY SKIN,LO SIENTO ESTÁN PEGADOS A MI PIEL,0.0048757167431144,isfj
181,@nastyoldtree well uh you see,@nastyoldtree bueno uh ya ves,0.3772948714605888,isfj
182,@A1ZAWA_ he did??,@A1ZAWA_ ¿Él lo hizo?,0.068847964559874,isfj
183,it feels so weird to get in the car and drive to the store by myself but here we are,"se siente tan raro para entrar en el coche y conducir a la tienda por mí mismo, pero aquí estamos",0.0023657219550748,isfj
184,june is gonna be such a good month i have so many plans made,junio va a ser un mes muy bueno tengo tantos planes hechos,0.5225169272772845,isfj
185,"but warm foods are good when combined with cold foods, like brownies and ice cream and stuff like that","pero los alimentos calientes son buenos cuando se combinan con alimentos fríos, como brownies y helados y cosas por el estilo",0.0015095565097791,isfj
186,cold/soft foods are so many better than hard/warm foods,los alimentos fríos/blandos son mucho mejores que los duros/calientes,0.0153390406873656,isfj
187,@PrivKarb2 eddie,@PrivKarb2 eddie,0.4978922592055748,isfj
188,my social life is in the exact place ive wanted it to be for awhile,mi vida social está en el lugar exacto en el que quería estar desde hace tiempo,0.0123947515861745,isfj
189,@A1ZAWA_ oh my god,@A1ZAWA_ oh my god,0.4978922592055748,isfj
190,the bar is in hell!,¡el bar está en el infierno!,0.9974367929142196,isfj
191,when she doesn’t ignore me and treats me with the most basic level of human kindness,cuando no me ignora y me trata con el nivel más básico de amabilidad humana,0.0653299060788048,isfj
192,@notlwltlvpstr HAPPY BIRTHDAY,@notlwltlvpstr FELIZ CUMPLEAÑOS,0.7533577083009854,isfj
193,I FJNISHED. STRANGER THJNGS. I FINISHED. OH MY GOD,FJNISHED. COSAS EXTRAÑAS. TERMINÉ. MI DIOS,0.0749037246153966,isfj
194,ive gone through three packs of yogurt in the past week,he gastado tres paquetes de yogur en la última semana,0.1642785155265499,isfj
195,@Karbify karbster!,¡Karbify karbster!,0.4978922592055748,isfj
196,today has been a very good day and its still the morning,hoy ha sido un dia muy bueno y aun es de mañana,0.0059099483884908,isfj
197,with her,con ella,0.1991234058544719,isfj
198,it was kind of on accident but i used the same wording that people use to ask people on dates. and i dont mind eith…,me gustaria saber si hay alguna persona que me pueda ayudar con el tema de la salud en el trabajo...,0.0004623350485824,isfj
199,i may have just? a little bit? asked someone on a date?,puede que haya... un poco... pedido una cita a alguien...,0.0014708656044224,isfj
200,good morning mes amis i studied so much this weekend,buenos dias mes amis he estudiado mucho este fin de semana,0.514350535901458,isfj
201,@PrivKarb2 boyfriend pussy grindr 💀 help,@PrivKarb2 novio coño grindr 💀 ayuda,0.3611435064666137,isfj
202,i was having trouble putting my bracelet on so my friend put it on me for me and yeah im never taking it off again,me estaba costando ponerme la pulsera asi que mi amiga me la puso por mi y si nunca mas me la quitare,2.0591958609511705e-06,isfj
203,this shit is so fucking good. oh my god. OH MY GOD.,esta mierda es tan jodidamente buena. oh dios mio. OH DIOS MIO.,0.0184199126461306,isfj
204,HOLY FUCK I LOVE MAX IM BAWLING MY FUCKING EYES OUT. HOLY SHIT. WHEN SHE WAS RUNNING MY BRAIN WAS JUST !!!!!,"JODER, AMO A MAX, ESTOY LLORANDO A MARES. MIERDA. ¡¡¡¡¡CUANDO ELLA ESTABA CORRIENDO MI CEREBRO ERA SÓLO !!!!!",0.013940024630012,isfj
205,CAN I TELL SOMEONE ABOUT MY NEW FRIENDS,¿PUEDO HABLARLE A ALGUIEN DE MIS NUEVOS AMIGOS?,0.0400663692322535,isfj
206,@Karbify 😭,@Karbify 😭,0.4978922592055748,isfj
207,i made so many new friends :D,he hecho muchos amigos nuevos :D,0.1511987720687602,isfj
208,pulling out the shitty self made binder from when i was fifteen for this shit 😎,sacando la carpeta de mierda hecha por mi mismo de cuando tenía quince años para esta mierda 😎,0.0008257993207146,isfj
209,MY LICENSE CAME IN THE MAIL,MI LICENCIA LLEGÓ EN EL CORREO,0.062586776697333,isfj
210,"i have the event today im excited but really nervous because i dont know a single person there, i know one of the a…","El evento es hoy, estoy emocionada pero muy nerviosa porque no conozco a nadie, conozco a uno de los a...",0.0001320193783184,isfj
211,@basedinwhen I DIDNT EXPECT THAT AT ALL,@basedinwhen NO ME ESPERABA ESO EN ABSOLUTO,0.0007521602805956,isfj
212,holy shit they stepped their game up im gonna have nightmares tonight 😭,mierda santa que intensificó su juego im va a tener pesadillas esta noche 😭,0.0305139819489556,isfj
213,oh,oh,0.4978922592055748,isfj
214,im almost done with the first episode if stranger things s4 wnd this is GOOD i like eddie hes funny i like chrissy too,casi he terminado con el primer episodio si stranger things s4 wnd esto es BUENO me gusta eddie hes divertido me gusta chrissy también,0.0001471617215368,isfj
215,@lovelypjmie ???,#lovelypjmie #,0.4978922592055748,isfj
216,@PrivKarb2,@PrivKarb2,0.4978922592055748,isfj
217,@PrivKarb2 karbster…,@PrivKarb2 karbster...,0.4978922592055748,isfj
218,@PrivKarb2 😺,@PrivKarb2 😺,0.4978922592055748,isfj
219,he’s so precious,es tan precioso,0.4814195562178846,isfj
220,my cat i love him so much oh my god,mi gato lo amo tanto oh dios mio,0.0720840661677742,isfj
221,@PrivKarb2 no you aren’t,@PrivKarb2 no lo eres,0.0026178760766874,isfj
222,what the fuck,¿Qué carajo?,0.4567399064042063,isfj
223,didn’t mention the weight shit but it’s better than nothing i just don’t know what i should say or if i should forgive him,no menciono la mierda del peso pero es mejor que nada solo que no se que debo decir o si debo perdonarlo,3.3666276909784115e-06,isfj
224,the guy i told you guys about awhile back apologized 😭 he said he realized he overly romanticized our relationship…,el chico del que os hablé hace un tiempo se disculpó 😭 dijo que se había dado cuenta de que había idealizado demasiado nuestra relación...,2.557855408231657e-12,isfj
225,how do we go about this 🫠,¿cómo lo hacemos?,0.1783433534474138,isfj
226,@iluvtouya4 I KINDA SEE IT,@iluvtouya4 KINDA SEE IT,0.4978922592055748,isfj
