,text,label,translation
87,horrible idea to tweet this bc every time i got a notif someone liked this i think she saw,esfj,horrible idea para twittear esto bc cada vez que tengo un notif alguien le gusta esto creo que vio
88,@neopetscafe IVE HAD ITTT,esfj,@neopetscafe HE TENIDO ITTT
89,going over to a pretty girls house today wish me luck,esfj,hoy voy a casa de una chica guapa deseame suerte
90,someone bought me the first volume in november and i liked it but i just never read more and now i’m watching the anime and it’s so good,esfj,alguien me compro el primer volumen en noviembre y me gusto pero nunca lei mas y ahora estoy viendo el anime y es tan bueno
91,entering my horimiya era (probably not actually),esfj,entrando en mi era horimiya (probablemente no en realidad)
92,oh i’m gonna be ill,esfj,oh voy a estar enfermo
93,i can’t tell if i want to be with miyamura or just be him,esfj,no puedo decir si quiero estar con miyamura o simplemente ser él
94,@ieiridose she’s silly!,esfj,@ieiridose ¡es tonta!
95,i love the little lesbian in horimiya,esfj,me encanta la pequeña lesbiana de horimiya
96,@elra4Iifer ummm i’m literally a minor,esfj,@elra4Iifer ummm soy literalmente menor de edad
97,@elra4Iifer I think that’s called aging. you fossil,esfj,@elra4Iifer creo que eso se llama envejecer. tú fósil
98,yato and hiyori is so hananene vibes,esfj,yato y hiyori es tan hananene vibes
99,@fleetwoodmac___ say sike i’m gonna be ill,esfj,@fleetwoodmac___ di sike voy a estar enfermo
100,do people even care about the theme anymore bc wtf is this,esfj,¿a la gente le sigue importando el tema porque que es esto?
101,LETS SHAKE THIS POET OUT OF THE BEAST 🤣🤣🤣🤣 /ly,esfj,QUITEMOS A ESTE POETA DE LA BESTIA 🤣🤣🤣🤣 /ly
102,https://t.co/j1RRypwJCU,esfj,https://t.co/j1RRypwJCU
103,nothing and i mean NOTHING will top heavenly bodies. i remember seeing it and losing my mind because everyone just…,esfj,nada y me refiero a NADA superará a los cuerpos celestes. recuerdo haberlo visto y perder la cabeza porque todo el mundo...
104,the met gala has gotten worse and worse with every year since 2018,esfj,la gala met ha ido a peor cada año desde 2018
105,posted this on insta but,esfj,posted this on insta but
106,havent kept up with bsd in a while but rip chuuya ig ?,esfj,no me he mantenido al día con bsd en un tiempo pero rip chuuya ig ?
107,i’m just like sasaki shuumei but lesbian,esfj,Soy como Sasaki Shuumei pero lesbiana.
108,@elra4Iifer EVERY PAIRING HAS ITS GOODD AND BADS,esfj,@elra4Iifer CADA PAREJA TIENE SUS BUENOS Y MALOS
109,@elra4Iifer that is true! proud of you,esfj,@elra4Iifer eso es verdad! orgulloso de ti
110,@elra4Iifer DO NOT FRET!,esfj,@elra4Iifer ¡NO TE PREOCUPES!
111,@elra4Iifer WHAT DOES THAT HAVE TO DO WITH ANYTHING,esfj,@elra4Iifer ¿QUÉ TIENE ESO QUE VER CON NADA?
112,@elra4Iifer Pretty Well,esfj,@elra4Iifer Pretty Well
113,@elra4Iifer the only problem is that youll either empathize with each other or the fact that you could be similar t…,esfj,@elra4Iifer el único problema es que o empatizáis entre vosotros o el hecho de que podáis ser parecidos t...
114,@elra4Iifer JK. it’s alright i think signs of the same element usually work well together,esfj,@elra4Iifer JK. no pasa nada creo que los signos del mismo elemento suelen funcionar bien juntos
115,@elra4Iifer can you shut the fuck up lesbian,esfj,@elra4Iifer puedes cerrar la puta boca lesbiana
116,i feel like pisces and gemini is such an interesting combo it’s a complete hit or miss,esfj,me siento como piscis y géminis es una combinación tan interesante que es un completo éxito o se pierda
117,i feel like i always need to have a comical little arrow pointing at me that says “idiot”,esfj,"siento que siempre necesito tener una flechita cómica apuntándome que diga ""idiota"""
118,this is fire force???,esfj,¿esto es fuerza de fuego?
119,sadly @elra4Iifer,esfj,tristemente @elra4Iifer
120,@yourmomclaper me,esfj,@yourmomclaper me
121,i would kill myself for yashiro nene,esfj,me mataría por yashiro nene
122,@tsulizs they hated us they really did every time i remember that happened i giggle a bit,esfj,@tsulizs nos odiaban de verdad cada vez que lo recuerdo me entra la risa floja
123,@aesthana_7 this is my favorite photo ever actually,esfj,@aesthana_7 esta es mi foto favorita en realidad
124,@elra4Iifer putting your triple threat to WORK,esfj,@elra4Iifer poniendo su triple amenaza a TRABAJAR
125,@elra4Iifer she’s just like me fr,esfj,@elra4Iifer ella es como yo fr
126,@elra4Iifer brooke seems like such a fun role whipped into shape is &gt;&gt;&gt;,esfj,@elra4Iifer brooke parece tan divertido papel azotado en forma es &gt;&gt;&gt;
127,@elra4Iifer DAMN WANT ME TO SAY UR ELLE?,esfj,@elra4Iifer ¿QUIERES QUE TE DIGA QUE ERES ELLE?
128,@elra4Iifer you would be a good vivian idk why you just remind me of her (brunette bitch),esfj,@elra4Iifer tu serias una buena vivian idk por que solo me recuerdas a ella (perra morena)
129,townie is hitting different rn,esfj,townie está golpeando diferente rn
130,i know i’m a raging lesbian but ROSS LYNCH,esfj,sé que soy una lesbiana furiosa pero ROSS LYNCH
131,it should’ve ended after tenjiku i don’t give a FUCK about mikey,esfj,que debería haber terminado después de tenjiku no me importa una mierda sobre Mikey
132,good morning happy lesbian day of visibility to my fellow lesbians i love you all!!,esfj,buenos días feliz día de la visibilidad lésbica a mis compañeras lesbianas ¡¡¡os quiero a todas!!!
133,ok there’s probably crazier things that i can’t think of. i just hate bugs,esfj,ok probablemente hay cosas mas locas que no se me ocurren. solo odio los bichos
134,i should probably add that i go to school for cosmetology,esfj,probablemente debería añadir que voy a la escuela de cosmetología
135,there have been at least 2 termite infestations in the salon,esfj,ha habido al menos 2 infestaciones de termitas en el salón
136,nobara kugisaki,esfj,nobara kugisaki
137,@honeypaimon idk what or who is looking out for my safety but i thank them very much,esfj,@honeypaimon no se que o quien vela por mi seguridad pero se lo agradezco mucho
138,yesterday me and my sister were about to walk to starbucks but as soon as i was putting my shoes on my neighbor tex…,esfj,"ayer yo y mi hermana estaban a punto de caminar a Starbucks, pero tan pronto como yo estaba poniendo mis zapatos en mi vecino tex..."
139,@transIeorio lesbian day of visibility is the 26th,esfj,@transIeorio el día de la visibilidad lésbica es el 26
140,LESBIAN DAY IN 2 DAYS ???,esfj,DÍA DE LESBIANAS EN 2 DÍAS ????
141,it’s almost may you know what that means… jjk and listening to lush on repeat,esfj,es casi mayo sabes lo que eso significa... jjk y escuchando a lush en repetición
142,mikey twin,esfj,mikey twin
143,it’s official i’m a certified moped driver,esfj,es oficial soy un conductor de ciclomotor certificado
144,@honeypaimon GRINDSET,esfj,@honeypaimon GRINDSET
145,my 12 year old sister is a victim of grind culture,esfj,mi hermana de 12 años es víctima de la cultura de la molienda
146,i think 271 may just be the best tritype ever,esfj,creo que el 271 puede ser el mejor tritype de la historia
147,i love a series  filled with pop culture references,esfj,me encantan las series llenas de referencias a la cultura pop
148,me and my friends all agreed to wear merch of some sort today so i’m wearing my dtk necklace for the first time since last year,esfj,"mis amigos y yo nos hemos puesto de acuerdo en llevar algún tipo de merch hoy, así que llevo mi collar de dtk por primera vez desde el año pasado."
149,@MinionIuvr69 CONGRATSSS,esfj,@MinionIuvr69 FELICIDADES
150,this photo feels like an exaggeration but this was definitely a problem nonetheless like i was STRESSED a girl just…,esfj,esta foto se siente como una exageración pero esto era definitivamente un problema no obstante como yo estaba ESTRESADO una chica sólo...
151,su was one of the first fandoms i was ever in and when i tell you this had them HEATED in 2016,esfj,su fue uno de los primeros fandoms que alguna vez estuve en y cuando te digo esto los tenía HEATED en 2016
152,@elra4Iifer @gaydinosticker just looking through yukinas wiki (daily ritual) and i see this queeah activity 😞,esfj,@elra4Iifer @gaydinosticker justo mirando por yukinas wiki (ritual diario) y veo esta actividad queeah 😞
153,@elra4Iifer @gaydinosticker do you guys see this.,esfj,@elra4Iifer @gaydinosticker ¿ustedes ven esto.
154,oh my god,esfj,oh dios mio
155,refer to my bio,esfj,consulte mi biografía
156,@notosgirl roland my scrongle,esfj,@notosgirl roland mi scrongle
157,@notosgirl YEAH BESIDES HIM,esfj,@notosgirl YEAH BESIDES HIM
158,@notosgirl no joke i blind picked these ❤️❤️,esfj,@notosgirl no es broma elegí a ciegas estos ❤️❤️
159,@notosgirl fair. I THOUGHT YOU LIKED HIM THOUGH,esfj,@notosgirl justo. PENSÉ QUE TE GUSTABA SIN EMBARGO
160,@notosgirl the way i threw together a random assortment of my camera roll,esfj,@notosgirl la forma en que me tiró juntos un surtido aleatorio de mi rollo de la cámara
161,@notosgirl goats?,esfj,¿Cabras @notosgirl?
162,the fact that it was posted on my little sisters birthday does not help either 😞,esfj,el hecho de que se publicara el día del cumpleaños de mi hermana pequeña tampoco ayuda 😞
163,https://t.co/quCBavN8Qe not a day goes by where i don’t think of this edit,esfj,https://t.co/quCBavN8Qe no pasa un día sin que piense en esta edición
164,@elra4Iifer STOP,esfj,@elra4Iifer STOP
165,apparently the creator of pmmm said kyoko and sayaka are soulmates are 😭 you 😭 kidding 😭,esfj,aparentemente el creador de pmmm dijo que kyoko y sayaka son almas gemelas estas 😭 estas 😭 bromeando 😭
166,@MinionIuvr69 i’ve seen mitski that’s it,esfj,@MinionIuvr69 he visto mitski eso es todo
167,@kuraify your brain is so fucking huge thank you,esfj,@kuraify tu cerebro es jodidamente enorme gracias
168,@sawakoist you get it,esfj,@sawakoist lo tienes
169,god bless,esfj,que dios te bendiga
170,@elra4Iifer I WILL,esfj,@elra4Iifer I WILL
171,@elra4Iifer WORD OK.,esfj,@elra4Iifer WORD OK.
172,the day i get any roselia four star…,esfj,el día que consiga cualquier Roselia cuatro estrellas...
173,@elra4Iifer SAME USUALLY I GET NOTHING IM SO HAPPY,esfj,@elra4Iifer LO MISMO SIEMPRE NO RECIBO NADA ESTOY TAN FELIZ
174,@elra4Iifer I DID 2 TEN PULLS,esfj,@elra4Iifer HICE 2 DIEZ PULLS
175,first four stars i’m a proud mother,esfj,primeras cuatro estrellas soy una madre orgullosa
176,@honeypaimon @elra4Iifer WHAT IS YOUR ISSUE,esfj,@honeypaimon @elra4Iifer ¿CUÁL ES SU TEMA?
177,@honeypaimon @elra4Iifer insane. as a treat,esfj,@honeypaimon @elra4Iifer loco. como un regalo
178,@elra4Iifer using my pointers makes me feel like an ipad kid nvm,esfj,@elra4Iifer usar mis punteros me hace sentir como un niño ipad nvm
179,@elra4Iifer CRYING SHAKING SOBBING,esfj,@elra4Iifer CRYING SHAKING SOBBING
180,@elra4Iifer @honeypaimon EEEEUEYEUEUEEEUEUEUEEUEUEU,esfj,@elra4Iifer @honeypaimon EEEEUEYEUEUEEEUEUEUEUEUEU
181,@honeypaimon @elra4Iifer BUT IM SO MUCH BETTER AT IT,esfj,@honeypaimon @elra4Iifer PERO YO SOY MUCHO MEJOR EN ESO
182,@honeypaimon @elra4Iifer you cannot do this to me,esfj,@honeypaimon @elra4Iifer no puedes hacerme esto
183,@elra4Iifer I TRUED AND THIS IS WHAT HAPPENED.,esfj,@elra4Iifer YO TRUQUE Y ESTO ES LO QUE PASÓ.
184,@elra4Iifer ………………………,esfj,@elra4Iifer ...........................
185,back on the bandori grind,esfj,de vuelta a la rutina de bandori
186,you go look at the posts he's been tagged in and you find out far too much about him,esfj,vas a mirar los posts en los que ha sido etiquetado y descubres demasiado sobre él
187,oh there would be no secrets,esfj,oh no habría secretos
188,@goblinonmain exactly,esfj,@goblinonmain exactamente
189,haeil posting this okay but it's been 290 days since you've released music,esfj,haeil postear esto esta bien pero hace 290 dias que no sacas musica
190,@BOABRATZ absolutely not,esfj,@BOABRATZ absolutamente no
191,LOU TRYING TO CALL ME A WOOKJIN ANTI??,esfj,¿INTENTAS LLAMARME ANTI WOOKJIN?
192,my manager getting all the kids to work in the cafe today was a mistake not because anything went wrong but because…,esfj,mi jefe hacer trabajar hoy a todos los niños en la cafetería ha sido un error no porque haya salido algo mal sino porque...
193,kyubin nocturnal??,esfj,¿Kyubin nocturno?
194,waiting to be disappointed yass,esfj,esperando ser decepcionado yass
195,@carminet024 OH MY GOD??,esfj,@carminet024 ¿¿OH DIOS MIO???
196,everyone having the same thought about savanna kkyu I see,esfj,todo el mundo tiene el mismo pensamiento sobre savanna kkyu veo
197,(sidenote we used to hate each other and idk if they know I'm me because I changed my name and @ since then lmfao),esfj,(nota al margen que solíamos odiarnos y idk si saben que soy yo porque he cambiado mi nombre y @ desde entonces lmfao)
198,now that's one I haven't seen in a long time,esfj,ahora que es uno que no he visto en mucho tiempo
199,the collective collapse,esfj,el colapso colectivo
200,wook kyu yeob boxing video when,esfj,wook kyu yeob video de boxeo cuando
201,no teasers but every preorder site in existence including ones that count for billboard??,esfj,"no hay teasers pero todos los sitios de prepedidos que existen, incluidos los que cuentan para billboard?"
202,taeyeob boxing .,esfj,taeyeob boxeo .
203,MILL IN THE STUDIO??,esfj,¿MOLINO EN EL ESTUDIO?
204,@carminet024 me with pink rie,esfj,@carminet024 yo con rie rosa
205,@carminet024 listen,esfj,@carminet024 escucha
206,american surprised that american products aren't universal,esfj,americano sorprendido de que los productos americanos no sean universales
207,oh I got so badly sunburnt it's embarrassing,esfj,"Oh, me quemé tanto con el sol que es vergonzoso."
208,kyubin,esfj,kyubin
209,@seouIsonyo i don't 😭😭 one time i read part of it for idk what reason but hhhh,esfj,@seouIsonyo yo no 😭😭 una vez lei una parte por idk que razon pero hhhh
210,@seouIsonyo do i have to read the bible again,esfj,@seouIsonyo ¿tengo que leer la biblia otra vez?
211,@seouIsonyo SO THATS WHY ANGEL CONNECTS TO SAVANNA AND SAGE,esfj,@seouIsonyo POR ESO ANGEL SE CONECTA CON SAVANNA Y SAGE
212,@nagongie omg tell me if it's good,esfj,@nagongie omg dime si es bueno
213,@OnlyOneOfmember MY BELOVEDS,esfj,@OnlyOneOfmember MIS AMADOS
214,im on a train in england that's so fun I'm only used to the long distance trains in portugal,esfj,estoy en un tren en inglaterra que es tan divertido solo estoy acostumbrado a los trenes de larga distancia en portugal
215,looking at photos of yeob with brown hair and photos of sungho with black hair evoke the same reaction in me,esfj,ver fotos de yeob con el pelo castaño y fotos de sungho con el pelo negro evocan la misma reacción en mí.
216,with absolutely no company promotion whatsoever??,esfj,sin ningún tipo de promoción por parte de la empresa??
217,@nagongie is it the earl grey one,esfj,@nagongie es el earl grey uno
218,@seouIsonyo U GET ITTTTT,esfj,@seouIsonyo U GET ITTTTT
219,@fluffyeobie yeah i do !!,esfj,@fluffyeobie ¡¡¡Sí y hazlo!!!
220,"@mxi_mp3 ohh yeah I'll check there when it's out, tysm 😭😭",esfj,"@mxi_mp3 ohh sí voy a ver ahí cuando salga, tysm 😭😭😭"
221,@mxi_mp3 me pretending my minimum wage job is gonna get me anywhere in this whole thing anyways,esfj,@mxi_mp3 que yo pretenda que mi trabajo de salario mínimo me va a llevar a ninguna parte en todo esto de todos modos
222,@mxi_mp3 oh im gonna have hell collecting pobs for this aren't i,esfj,@mxi_mp3 oh voy a tener el infierno recogiendo pobs para esto no soy yo
223,@onliwonobeu LISTENEJJDJT,esfj,@onliwonobeu LISTENEJJDJT
224,@carminet024 thank you,esfj,@carminet024 gracias
225,THATS WHAT HE WAS DOING ON HIS MAC MINI IN JAPAN,esfj,ESO ES LO QUE ESTABA HACIENDO EN SU MAC MINI EN JAPÓN
226,@solounode ooh okay ty!!,esfj,¡¡@solounode ooh ok ty!!
227,@taeyongjops ooh okay tysm!!! ^__^,esfj,¡¡¡@taeyongjops ooh okay tysm!!! ^__^
228,@taeyongjops am i right in thinking that hello82 is better for buyers in the us? ooo haven't used it til now so im…,esfj,@taeyongjops ¿tengo razón al pensar que hello82 es mejor para los compradores en los ee...
229,"oh wow yeah haeil really does do the bg vocals in this song
https://t.co/9i8y40wxIZ",esfj,"oh wow yeah haeil realmente hace las voces bg en esta canción
https://t.co/9i8y40wxIZ"
230,@onliwonobeu AND THEYRE USING KTOWN AND! HELLO82! WHICH WOULD BE AMAZING IF PEOPLE KNEW ABT THE WHOLE THING,esfj,¡@onliwonobeu Y ESTAN USANDO KTOWN Y! ¡¡¡HOLA82!!! LO QUE SERIA INCREIBLE SI LA GENTE LO SUPIERA TODO
231,9 preorder sites for this album,esfj,9 sitios de reserva de este álbum
232,oh wow,esfj,oh wow
233,OHHH HES SO SICK,esfj,OHHH HES TAN ENFERMO
234,"@TigreLily3 i recommend still awake, lil time, mágical, I want you !",esfj,"¡@TigreLily3 recomiendo todavía despierto, lil tiempo, mágico, te quiero !"
235,if i think too hard about it I'll cry again,esfj,si lo pienso demasiado volveré a llorar
236,"@TigreLily3 haeil, he's a producer for ooo and a solo artist",esfj,"@TigreLily3 haeil, es productor de ooo y solista."
237,only acceptable version of mono,esfj,única versión aceptable de mono
238,he's so unserious i love him,esfj,es tan poco serio que me encanta
239,i need all of the yeob pobs for no reason im about to do onlyfans i can't survive like this on minimum wage,esfj,necesito todos los pobs de yeob sin razon im a punto de hacer onlyfans no puedo sobrevivir asi con el salario minimo
240,yeah i guess you could say friends,esfj,"Sí, supongo que se podría decir amigos."
241,@carminet024 you missed a lot,esfj,@carminet024 te has perdido mucho
242,HAPPY PRIDE MONTHEHWHRH,esfj,FELIZ MES DEL ORGULLO
243,how's he gonna do that and come on live like this,esfj,como va a hacer eso y salir en directo asi
244,i have so many words but i just feel a bit numb,esfj,tengo tantas palabras pero me siento un poco entumecido
245,wookjin,esfj,wookjin
246,the lyrics..... oh wookjin,esfj,la letra..... oh wookjin
247,WHAT,esfj,QUÉ
248,@goblinonmain yeah,esfj,@goblinonmain yeah
249,@hyekoo yes,esfj,@hyekoo sí
250,aren't those kyubins shorts,esfj,¿no son esos pantalones cortos kyubins
251,@hyekoo it's just wookjin o'clock,esfj,@hyekoo es sólo wookjin en punto
252,@onliwonobeu HOIIINGYA,esfj,@onliwonobeu HOIIINGYA
253,the fact we know the staff turnover in august was horrendous too because we saw those open job positions at 8d,esfj,el hecho de que sepamos que la rotación de personal en agosto fue horrenda también porque vimos esos puestos de trabajo vacantes el 8d
254,was going through the differences in 8d staff listed in ip1 and ip2 and like... you cannot tell me something shady…,esfj,estaba repasando las diferencias en el personal de 8d que aparece en ip1 e ip2 y como... no me puedes decir algo turbio...
255,12:13am oh wookjin,esfj,12:13am oh wookjin
256,@OnlyOneOfmember KYUBIN,esfj,@OnlyOneOfmember KYUBIN
257,YUKIKA MUSIC??????,esfj,YUKIKA MUSIC??????
258,just fell to my knees,esfj,acabo de caer de rodillas
259,im like oh im not an old lyon but I've been here for over half their career.,esfj,im como oh no soy un viejo lyon pero he estado aquí por más de la mitad de su carrera.
260,you're all welcome,esfj,sean todos bienvenidos
261,u were all right,esfj,estabas bien
262,YOU LISTENED FOR ONCE,esfj,ESCUCHASTE POR UNA VEZ
263,FUCKWHEHEHE,esfj,FUCKWHEHE
264,reminds me of loona I'd cry if this was true,esfj,me recuerda a loona lloraria si esto fuera verdad
265,oh there are two tracks so maybe one has a feature ?,esfj,oh hay dos pistas así que tal vez uno tiene una característica ?
